,Song Title,English Lyrics
1723,Condition of the Heart,"['Lyrics', 'There was a girl in Paris whom he sent a letter 2', ""Hoping she would answer back now wasn't that a foolhardy notion"", 'On the part of a sometimes lonely musician?', 'Acting out a whim is only good 4 a condition of the heart', 'There was a dame from London who insisted that he love her', 'Then left him 4 a real prince from Arabia', ""Now isn't that a shame"", 'That sometimes money buys U everything and nothing?', 'Love - it only seems 2 buy a terminal condition of the heart', 'Oh - thinking about U, driving me crazy', ""Oh - my friends all say it's just a phase, but?"", 'Oh - every day is a yellow day', ""I'm blinded by the daisies in your yard"", 'There was a woman from the ghetto', 'Who made funny faces just like Clara Bow', 'How was I 2 know that she would wear the same cologne as U', 'And giggle the same giggle that U do?', 'Whenever I would act a fool, the fool with a condition of the heart', 'Oh - thinking about U, driving me crazy', ""Oh - my friends all say it's just a phase, but?"", 'Oh - every single day is a yellow day', ""I'm blinded by the daisies in your yard"", '(There was a girl in Paris whom he sent a letter 2)', 'There was a girl?whom he sent a letter 2', '(Hoping she would answer back)', 'She never answered back and now', ""(Wasn't that a foolhardy notion?)"", ""He's got a condition of the heart""]"
1724,How Come U Don't Call Me Anymore?,"['Lyrics', 'I keep your picture beside my bed, mm', 'I still remember every little thing U said', 'I always thought our love, so right, I guess I was wrong, mm, no no', ""I always thought U'd be by my side baby, now U're gone, U're gone"", ""Now U're gone"", 'Listen...', 'All I wanna know, baby', 'If the love we had was good, sing it', ""How come U don't call me anymore, anymore yeah?"", 'Listen...', 'Still like a fire on a rainy night, yeah', ""I still like it better when U're holding, holding me tight"", 'Everybody said that U and me should never part, hah', ""Maybe U thought we'd look kinda cute 2gether, I dunno"", ""Tell me, tell me baby why, why U wanna go break your little Prince's heart?"", 'All I wanna know, baby', 'If the love we had was good, sing it', ""How come U don't call me anymore, yeah?"", 'Anymore yeah', 'Can I hit the bridge, Portland?', 'Dig...', ""Sometimes it feels like I'm gonna die"", ""If U don't call me baby, girl U gotta try"", ""I'm down on my knees, beggin' U please,"", 'Please! Please! Please! Owww!', 'Portland', 'Why must U torture me baby?', 'Acting like U forgot my phone number, girl', 'U got 2 call me', 'Acting like U, acting like U forgot the thangs we used 2 do', 'U got 2 call me, baby', 'No, ah yeah', 'Call, call me, call me', 'U make a black man wanna moan 2night, sing it! (Hey)', 'U make a white girl wanna moan sometime 2 (Owww!)', 'Miss, I just wanna say crack kills', 'Call me', 'Why must U torture me baby?', 'Aye aye, call me, no', ""Aw Portland, I can't leave it like that"", 'Come on band, uh', 'Can I play one more?', ""I don't wanna leave U worrying about some stupid fool"", 'Calling U up on the phone', 'This is how we wanna leave it']"
1725,I Could Never Take the Place of Your Man,"['Lyrics', 'It was only last June when her old man ran away', ""She couldn't stop cryin' cuz she knew he was gone 2 stay"", '10:35 on a lonely Friday night', ""She was standin' by the bar ... mmm, she was lookin' alright, yeah"", 'I asked her if she wanted 2 dance', 'And she said that all she wanted was a good man', 'And wanted 2 know if I thought I was qualified, yeah', 'And I said - ""Baby, don\'t waste your time', ""I know what's on your mind"", 'I may be qualified 4 a one night stand', 'But I could never take the place of your man""', 'It hurt me so bad when she told me with tears in her eyes', '(Tears in her eyes)', 'He was all she ever had and now she wanted 2 die', 'He left her with a baby and another one on the way, yeah', ""She couldn't stop cryin' cuz she knew he was gone 2 stay, yeah"", 'She asked me if we could be friends', 'And I said - ""Oh honey, baby, that\'s a dead end', 'U know and I know that we wouldn\'t be satisfied, no""', 'And I said - ""Baby, don\'t waste your time', ""I know what's on your mind"", ""We wouldn't be satisfied (wouldn't be satisfied) with a one night stand"", 'And I could never take the place of your man""', 'Yeah, yeah, the place of your man', '1 2, 1 2!']"
1726,Scandalous!,"['Lyrics', 'Come closer', ""Feel what U been dyin' 4"", ""Don't be afraid, baby"", 'Touch it and explode', 'Understand, understand that I love U', 'Ah, but more than that - I want U', 'Everybody always told me good things come 2 those who wait', ""But I've got so much on the menu"", ""I just can't, I just can't, I can't wait, baby"", ""I can't wait, baby"", 'Till I can wrap my legs all around U girl', ""Cuz sugar, U know U're just the kind of lover"", ""That I've been lookin' 4"", ""2night why don't we skip all the foreplay, mama"", 'And just get down here on the floor', 'CHORUS:', ""Scandalous - I'm talkin' 'bout U and me"", ""Marvelous - baby, baby, can't U see?"", ""Anything U ever dreamed of, I'm willing 2 be"", '2night is gonna be scandalous', ""Cuz 2night I'm gonna be your fantasy"", '(Dear, my, my)', 'My dearest, my dearest', '(Whisper) Whisper a question', ""With my body (body), I'll scream a reply"", ""Anything's acceptable"", ""Just ask me and I'll try it"", '2 hell with hesitations', '2 hell with the reasons why', 'CHORUS', 'Baby, baby, baby', 'Oh girl, the things U make me do', 'Genius is the only way 2 describe U', 'Anything U ever dreamed of, baby', ""Just ask me - I'll do, I'll do, I'll do it 4 U, baby"", 'Anything at all', 'Spirits rise and spirits fall', ""Anything U ever dreamed of, I'm willing 2 be"", '2night is gonna be scandalous', ""Cuz 2night I'm, 2night I'm gonna be your fantasy!"", 'CHORUS', 'Scandalous', 'Marvelous']"
1727,The Future,"['Lyrics', '""I\'m not gonna kill U', 'I want U 2 do me a favor', 'I want U 2 tell all your friends about me""', '""What are U?""', '""I\'m Batman!""', 'CHORUS:', ""I've seen the future and it will be"", ""I've seen the future and it works"", ""If there's life after, we will see"", ""So I can't go like a jerk"", 'Systematic overthrow of the underclass', 'Hollywood conjures images of the past', 'New world needs spirituality that will last', ""I've seen the future and it will be"", 'CHORUS', 'Yellow Smiley offers me X', ""Like he's drinking 7-Up"", 'I would rather drink 6 razor blades', 'Razor blades from a paper cup', ""He can't understand, I say 2 tough"", ""It's just that I've seen the future and, boy, it's rough"", ""I I've seen the future and it will be"", ""I've seen the future and it works"", ""And if there's life after, we will see"", ""So U can't go like a jerk - no, no"", ""I've seen the future and it will be"", 'Wait a minute', 'Pretty pony standing on the avenue', ""Flashin' loaded pistol, 2 dumb 2 be true"", ""Somebody told him playin' cops and robbers was cool"", 'Would our rap have been different if we only knew?', ""I've seen the future and it will be"", ""I've seen the future and it works"", ""And if there's life after, we will see"", ""Don't go out like a jerk"", 'Systematic overthrow of the underclass', 'Hollywood conjures images of the past', 'New world needs spirituality that will last', ""I've seen the future and it will be, alright"", ""I've seen the future and it will be {x2}"", 'Oh', ""I've seen the future and it will be {x3}"", '""Think about the future!""']"
1728,Around the World in a Day,"['Lyrics', 'Open your heart, open your mind', 'A train is leaving all day', 'A wonderful trip through our time', 'And laughter is all U pay', 'Around the world in a day, oh!', 'Around the world in a day', 'Now dig...', 'Loneliness already knows U', ""There ain't no reason 2 stay"", ""Come here, take my hand, I'll show U"", ""I think I know a better way, y'all"", 'Around the world in a day, ow!', '(Listen 2 me now)', 'Around the world in a day', 'All the babies sing it now', 'Ooh la, la', 'Ooh la, la, la, la', 'No, sha, sha', 'No, no shouting every day (No shouting every day)', 'No shouting (No shouting)', 'No, no shouting', 'Ha, ha, ha, ha, ha, ha, ha, ha', 'The little one will escort U', '2 places within your mind', '(The former is red, white, and blue)', 'Former is red, white, and blue!', '(The latter is a purple climb)', 'The latter is a purple - come on and climb!', 'Around the world in a day, sugar (Oh, baby)', 'Around the world in a day', 'Come on, say it!', 'Around the world in a day', 'Say papa, I think I wanna dance!', '(In summer she¡¯s sweeter)', 'Around the world in a day {repeat to fade}', 'Oh yeah!', 'All the little babies sing around the world', 'A government of love and music boundless in its unifying power {fade out}', 'A nation of art 2 production', 'Sharing ideas, a shower of flowers']"
1729,Mountains,"['Lyrics', 'Once upon a time in a land called Fantasy', '17 mountains stood so high', 'The sea surrounded them and together they would be', 'The only thing that ever made U cry', 'U said the devil told U that another mountain would appear', 'Every time somebody broke your heart', 'He said the sea would one day overflow with all your tears', 'And love will always leave U lonely', ""But I say it's only mountains and the sea"", 'Love will conquer if U just believe (Oh yeah!)', ""It's only mountains and the sea"", ""There's nothing greater (oh), U and me"", 'Once upon a time in a haystack of despair', 'Happiness is sometime hard 2 find there', 'Africa divided, hijack in the air', ""It's enough to make U wanna lose your mind"", ""But I say it's only mountains and the sea"", 'Love will conquer if U just believe (Oh yeah!)', ""It's only mountains and the sea"", ""There's nothing greater (oh), U and me"", 'Guitars and drums on the 1, huh', '(Bobby on the drum-ah)', 'Yeah!', ""It's only mountains (oh yeah) and the sea"", '(And the girls say)', ""There's nothing greater (oh), U and me"", '(Starvation)', 'Ow!', 'Mountains, uh']"
1730,Anotherloverholenyohead,"['Lyrics', 'I gave my love, I gave my life', 'I gave my body and mind', 'We were inseparable', 'I guess I gave U all of my time', 'And now U plead insanity', ""And U don't even know the score"", ""Why can't U learn 2 play the game, baby?"", ""Don't U know that U need more? (More, more, more, more)"", 'U need another lover', 'Like U need a hole in yo¡¯ head (Baby, baby)', ""U know there ain't no other"", 'That can do the duty in yo¡¯ bed (Yeah, yeah)', 'We were brothers and sisters {lines repeat in BG}', 'United all 4 love', 'Now all of a sudden U try 2 fight it', 'U say U¡¯ve had enough', 'Even though we had (big) fun', 'U want another someone, yo¡¯ happily ever after be', '(As sure as there¡¯s a sun)', 'Sho¡¯, sho¡¯ as the sun, I wanna be the one', ""U don't understand? Face 2 face, baby, I'll tell U down on my knees"", 'Yeah yeah', 'U need another lover', 'Like U need a hole in yo¡¯ head (Baby, baby)', ""U know there ain't no other"", 'That can do the duty in yo¡¯ bed (Solo, solo)', '(Sinkin¡¯)', 'Yeah, oh Lord', 'U need another lover', ""U know there ain't no other"", 'U need another lover', 'Like U need a hole in yo¡¯ head', 'Hole in yo¡¯ head {x2}', '[(I do believe U¡¯re on the rebound now)]', 'U need another lover', 'Like U need a hole, a hole, a hole, a hole, uh', 'U need another lover (Well)', ""U know there ain't no other"", ""There's gonna be a riot if U don't clap your hands"", ""If U don't make that funky stand"", 'Everybody... {fade out}', ""U know there ain't no other""]"
1731,When You Were Mine,"['Lyrics', 'When U were mine', 'I gave U all of my money', 'Time after time', 'U done me wrong', ""It's just like a train"", 'U let all my friends come over and eat', 'And U were so strange', ""U didn't have the decency 2 change the sheets"", 'Oh girl, when U were mine', 'I used 2 let U wear all my clothes', 'U were so fine (So fine)', ""Maybe that's the reason that it hurt me so"", 'CHORUS:', ""I know (I know) that U're going with another guy"", ""I don't care (don't care) cuz I love U, baby, that's no lie"", 'I love U more than I did when U were mine', 'When U were mine', 'U were kindasorta my best friend', 'So I was blind (So blind)', 'I let U fool around', ""I never cared (Didn't care)"", 'I never was the kind 2 make a fuss', 'When he was there', 'Sleeping in between the 2 of us', 'CHORUS', 'When U were mine', 'U were all I ever wanted 2 do', 'Now I spend my time', ""Following him whenever he's with U"", 'CHORUS', 'When U were mine, oh no', 'Love U, baby, love U, baby', 'When U were mine']"
1732,Head,"['Lyrics', 'Remember when I met U, baby', 'U were on your way 2 be wed', 'U were such a sexy thing', 'I loved the way U walked, the things U said', 'And I was so nonchalant', ""I didn't want U 2 be misled"", ""But I've gotta have U, baby"", 'I gotta have U in my bed', 'And U said - ""I\'m just a virgin and I\'m on my way 2 be wed', 'But U\'re such a hunk so full of spunk, I\'ll give U...""', 'CHORUS:', ""Head till U're burnin' up"", 'Head till U get enough', ""Head till U're love is red"", ""Head - love U till U're dead"", ""U know U're good, girl"", 'I think U like 2 go down', ""U wouldn't have stopped but ah..."", 'I came on your wedding gown', 'And U said - ""I must confess, I wanna get undressed and go 2 bed""', 'With that, I jammed', 'U fool, U married me instead!', 'Now morning, noon, and night I give U...', 'CHORUS', 'Ooh yeah! {x3}', 'Head {x4}', 'Oooh!', 'CHORUS', 'Head (Oh no)', 'Head', 'Head (Oh no, baby, no)', 'Head', 'Head (Ow!)', 'Head', 'Head (But U said I could)', 'Head', 'Head']"
